10/12/2018, 05:31: PM: Miksi Ei, box deleted: Mega Mystery box
17/03/2019, 12:31: AM: Fezo, reward added: Amulet of torture
17/03/2019, 12:31: AM: Fezo, box deleted: Mystery box
17/03/2019, 12:31: AM: Fezo, reward added: Ring of suffering
17/03/2019, 12:34: AM: Fezo, box deleted: Mystery box
17/03/2019, 12:34: AM: Fezo, reward added: Abyssal dagger (p++)
17/03/2019, 10:58: PM: Zin, box deleted: Mystery box
17/03/2019, 10:59: PM: Zin, reward added: Mages' book
17/03/2019, 10:59: PM: Zin, box deleted: Mystery box
17/03/2019, 10:59: PM: Zin, reward added: Amulet of fury
17/03/2019, 10:59: PM: Zin, box deleted: Mystery box
17/03/2019, 10:59: PM: Zin, reward added: Ring of the gods
17/03/2019, 10:59: PM: Zin, box deleted: Mystery box
17/03/2019, 10:59: PM: Zin, reward added: Bandos godsword
17/03/2019, 10:59: PM: Zin, box deleted: Mystery box
17/03/2019, 10:59: PM: Zin, reward added: Zamorak godsword
17/03/2019, 10:59: PM: Zin, box deleted: Super Mystery box
17/03/2019, 10:59: PM: Zin, reward added: Tormented bracelet
17/03/2019, 10:59: PM: Zin, box deleted: Super Mystery box
17/03/2019, 10:59: PM: Zin, reward added: Ring of suffering
17/03/2019, 11:00: PM: Zin, box deleted: Super Mystery box
17/03/2019, 11:00: PM: Zin, reward added: Kodai wand
17/03/2019, 11:00: PM: Zin, box deleted: Super Mystery box
17/03/2019, 11:00: PM: Zin, reward added: Ring of the gods
17/03/2019, 11:00: PM: Zin, box deleted: Super Mystery box
17/03/2019, 11:00: PM: Zin, reward added: Malediction ward
17/03/2019, 11:00: PM: Zin, box deleted: Legendary Mystery box
17/03/2019, 11:00: PM: Zin, reward added: Tanzanite helm
17/03/2019, 11:00: PM: Zin, box deleted: Legendary Mystery box
17/03/2019, 11:00: PM: Zin, reward added: Ancestral hat
17/03/2019, 11:00: PM: Zin, box deleted: Legendary Mystery box
17/03/2019, 11:00: PM: Zin, reward added: Serpentine helm
17/03/2019, 11:00: PM: Zin, box deleted: Legendary Mystery box
17/03/2019, 11:00: PM: Zin, reward added: Ranger boots
17/03/2019, 11:01: PM: Zin, box deleted: Legendary Mystery box
17/03/2019, 11:01: PM: Zin, reward added: Heavy ballista
17/03/2019, 11:01: PM: Zin, box deleted: Mega Mystery box
17/03/2019, 11:01: PM: Zin, reward added: Green partyhat
17/03/2019, 11:01: PM: Zin, box deleted: Mega Mystery box
17/03/2019, 11:01: PM: Zin, reward added: Yellow partyhat
17/03/2019, 11:01: PM: Zin, box deleted: Mega Mystery box
17/03/2019, 11:01: PM: Zin, reward added: Christmas cracker
17/03/2019, 11:01: PM: Zin, box deleted: Mega Mystery box
17/03/2019, 11:01: PM: Zin, reward added: Purple partyhat
17/03/2019, 11:01: PM: Zin, box deleted: Mega Mystery box
17/03/2019, 11:01: PM: Zin, reward added: Twisted bow
18/03/2019, 01:25: AM: Winky, box deleted: Mystery box
18/03/2019, 01:26: AM: Winky, reward added: Toxic blowpipe
18/03/2019, 01:26: AM: Winky, box deleted: Super Mystery box
18/03/2019, 01:26: AM: Winky, reward added: Bandos godsword
18/03/2019, 01:26: AM: Winky, box deleted: Legendary Mystery box
18/03/2019, 01:26: AM: Winky, reward added: Magma helm
18/03/2019, 01:26: AM: Winky, box deleted: Mega Mystery box
18/03/2019, 01:26: AM: Winky, reward added: Yellow partyhat
18/03/2019, 01:26: AM: Winky, box deleted: Mega Mystery box
18/03/2019, 01:26: AM: Winky, reward added: Blue partyhat
18/03/2019, 01:26: AM: Winky, box deleted: Mega Mystery box
18/03/2019, 01:26: AM: Winky, reward added: Red partyhat
18/03/2019, 01:26: AM: Winky, box deleted: Mega Mystery box
18/03/2019, 01:26: AM: Winky, reward added: Red partyhat
18/03/2019, 01:26: AM: Winky, box deleted: Mega Mystery box
18/03/2019, 01:27: AM: Winky, reward added: Red partyhat
18/03/2019, 01:27: AM: Winky, box deleted: Mega Mystery box
18/03/2019, 01:27: AM: Winky, reward added: Christmas cracker
18/03/2019, 01:27: AM: Winky, box deleted: Mega Mystery box
18/03/2019, 01:27: AM: Winky, reward added: Green partyhat
18/03/2019, 01:27: AM: Winky, box deleted: Mega Mystery box
18/03/2019, 01:27: AM: Winky, reward added: Red partyhat
18/03/2019, 01:27: AM: Winky, box deleted: Mega Mystery box
18/03/2019, 01:27: AM: Winky, reward added: Red partyhat
18/03/2019, 01:30: AM: Winky, box deleted: Mystery box
18/03/2019, 01:30: AM: Winky, reward added: Master wand
18/03/2019, 01:30: AM: Winky, box deleted: Super Mystery box
18/03/2019, 01:30: AM: Winky, reward added: Dragon warhammer
18/03/2019, 01:30: AM: Winky, box deleted: Legendary Mystery box
18/03/2019, 01:30: AM: Winky, reward added: Primordial crystal
18/03/2019, 01:30: AM: Winky, box deleted: Mega Mystery box
18/03/2019, 01:30: AM: Winky, reward added: Blue partyhat
18/03/2019, 01:47: AM: Money, box deleted: Mega Mystery box
18/03/2019, 01:47: AM: Money, reward added: Purple partyhat
18/03/2019, 01:47: AM: Money, box deleted: Mega Mystery box
18/03/2019, 01:47: AM: Money, reward added: White partyhat
18/03/2019, 01:47: AM: Money, box deleted: Mega Mystery box
18/03/2019, 01:47: AM: Money, reward added: Twisted bow
18/03/2019, 01:47: AM: Money, box deleted: Mega Mystery box
18/03/2019, 01:47: AM: Money, reward added: Green partyhat
18/03/2019, 01:47: AM: Money, box deleted: Mega Mystery box
18/03/2019, 01:47: AM: Money, reward added: Purple partyhat
18/03/2019, 01:47: AM: Money, box deleted: Mega Mystery box
18/03/2019, 01:48: AM: Money, reward added: Green partyhat
18/03/2019, 01:48: AM: Money, box deleted: Mega Mystery box
18/03/2019, 01:48: AM: Money, reward added: Purple partyhat
18/03/2019, 01:48: AM: Money, box deleted: Mega Mystery box
18/03/2019, 01:48: AM: Money, reward added: Christmas cracker
18/03/2019, 01:48: AM: Money, box deleted: Mega Mystery box
18/03/2019, 01:48: AM: Money, reward added: White partyhat
18/03/2019, 01:48: AM: Money, box deleted: Mega Mystery box
18/03/2019, 01:48: AM: Money, reward added: Blue partyhat
18/03/2019, 01:48: AM: Money, box deleted: Mega Mystery box
18/03/2019, 01:48: AM: Money, reward added: White partyhat
18/03/2019, 01:48: AM: Money, box deleted: Mega Mystery box
18/03/2019, 01:48: AM: Money, reward added: Purple partyhat
18/03/2019, 01:48: AM: Money, box deleted: Mega Mystery box
18/03/2019, 01:48: AM: Money, reward added: Christmas cracker
18/03/2019, 01:48: AM: Money, box deleted: Mega Mystery box
18/03/2019, 01:49: AM: Money, reward added: Rainbow partyhat
18/03/2019, 01:49: AM: Money, box deleted: Mega Mystery box
18/03/2019, 01:49: AM: Money, reward added: Blue partyhat
18/03/2019, 01:49: AM: Money, box deleted: Mega Mystery box
18/03/2019, 01:49: AM: Money, reward added: Red partyhat
18/03/2019, 01:49: AM: Money, box deleted: Mega Mystery box
18/03/2019, 01:49: AM: Money, reward added: Yellow partyhat
18/03/2019, 01:49: AM: Money, box deleted: Mystery box
18/03/2019, 01:50: AM: Money, reward added: Eternal crystal
18/03/2019, 01:50: AM: Money, box deleted: Mystery box
18/03/2019, 01:50: AM: Money, reward added: Mages' book
18/03/2019, 01:50: AM: Money, box deleted: Mystery box
18/03/2019, 01:50: AM: Money, reward added: Master wand
18/03/2019, 01:50: AM: Money, box deleted: Mystery box
18/03/2019, 01:50: AM: Money, reward added: Ring of suffering
18/03/2019, 01:50: AM: Money, box deleted: Mystery box
18/03/2019, 01:50: AM: Money, reward added: Master wand
18/03/2019, 01:50: AM: Money, box deleted: Mystery box
18/03/2019, 01:50: AM: Money, reward added: Ring of suffering
18/03/2019, 01:50: AM: Money, box deleted: Mystery box
18/03/2019, 01:50: AM: Money, reward added: Toxic blowpipe
18/03/2019, 01:50: AM: Money, box deleted: Mystery box
18/03/2019, 01:51: AM: Money, reward added: Saradomin sword
18/03/2019, 01:51: AM: Money, box deleted: Mystery box
18/03/2019, 01:51: AM: Money, reward added: Bandos godsword
18/03/2019, 01:51: AM: Money, box deleted: Mystery box
18/03/2019, 01:51: AM: Money, reward added: Spectral spirit shield
18/03/2019, 01:55: AM: Winky, box deleted: Mega Mystery box
18/03/2019, 01:55: AM: Winky, reward added: Purple partyhat
18/03/2019, 01:55: AM: Winky, box deleted: Mega Mystery box
18/03/2019, 01:55: AM: Winky, reward added: Green partyhat
18/03/2019, 02:05: AM: Winky, box deleted: Mystery box
18/03/2019, 02:05: AM: Winky, reward added: Amulet of fury
18/03/2019, 02:05: AM: Winky, box deleted: Mystery box
18/03/2019, 02:05: AM: Winky, reward added: Armadyl helmet
18/03/2019, 02:05: AM: Winky, box deleted: Mystery box
18/03/2019, 02:06: AM: Winky, reward added: Mages' book
18/03/2019, 02:06: AM: Winky, box deleted: Mystery box
18/03/2019, 02:06: AM: Winky, reward added: Bandos godsword
18/03/2019, 02:06: AM: Winky, box deleted: Mystery box
18/03/2019, 02:06: AM: Winky, reward added: Toxic blowpipe
18/03/2019, 02:06: AM: Winky, box deleted: Super Mystery box
18/03/2019, 02:06: AM: Winky, reward added: Eternal crystal
18/03/2019, 02:06: AM: Winky, box deleted: Super Mystery box
18/03/2019, 02:06: AM: Winky, reward added: Bandos godsword
18/03/2019, 02:06: AM: Winky, box deleted: Super Mystery box
18/03/2019, 02:06: AM: Winky, reward added: Bandos tassets
18/03/2019, 02:06: AM: Winky, box deleted: Super Mystery box
18/03/2019, 02:07: AM: Winky, reward added: Saradomin godsword
18/03/2019, 02:07: AM: Winky, box deleted: Super Mystery box
18/03/2019, 02:07: AM: Winky, reward added: Bandos tassets
18/03/2019, 02:07: AM: Winky, box deleted: Legendary Mystery box
18/03/2019, 02:07: AM: Winky, reward added: Light ballista
18/03/2019, 02:07: AM: Winky, box deleted: Legendary Mystery box
18/03/2019, 02:07: AM: Winky, reward added: Elysian spirit shield
18/03/2019, 02:07: AM: Winky, box deleted: Legendary Mystery box
18/03/2019, 02:07: AM: Winky, reward added: Ranger boots
18/03/2019, 02:07: AM: Winky, box deleted: Legendary Mystery box
18/03/2019, 02:07: AM: Winky, reward added: Arcane spirit shield
18/03/2019, 02:07: AM: Winky, box deleted: Legendary Mystery box
18/03/2019, 02:07: AM: Winky, reward added: Pet Mystery box
18/03/2019, 02:07: AM: Winky, box deleted: Legendary Mystery box
18/03/2019, 02:07: AM: Winky, reward added: Tanzanite helm
18/03/2019, 02:07: AM: Winky, box deleted: Legendary Mystery box
18/03/2019, 02:08: AM: Winky, reward added: Dragonfire shield
18/03/2019, 02:08: AM: Winky, box deleted: Legendary Mystery box
18/03/2019, 02:08: AM: Winky, reward added: Magma helm
18/03/2019, 02:08: AM: Winky, box deleted: Legendary Mystery box
18/03/2019, 02:08: AM: Winky, reward added: Dragon warhammer
18/03/2019, 02:08: AM: Winky, box deleted: Legendary Mystery box
18/03/2019, 02:08: AM: Winky, reward added: Rune pouch
18/03/2019, 03:04: AM: Money, box deleted: Mega Mystery box
18/03/2019, 03:04: AM: Money, reward added: Christmas cracker
18/03/2019, 03:04: AM: Money, box deleted: Mega Mystery box
18/03/2019, 03:04: AM: Money, reward added: Red partyhat
18/03/2019, 03:04: AM: Money, box deleted: Mega Mystery box
18/03/2019, 03:04: AM: Money, reward added: Green partyhat
18/03/2019, 03:04: AM: Money, box deleted: Mega Mystery box
18/03/2019, 03:04: AM: Money, reward added: White partyhat
18/03/2019, 03:04: AM: Money, box deleted: Mega Mystery box
18/03/2019, 03:04: AM: Money, reward added: Twisted bow
18/03/2019, 03:04: AM: Money, box deleted: Mega Mystery box
18/03/2019, 03:05: AM: Money, reward added: Red partyhat
18/03/2019, 03:05: AM: Money, box deleted: Mega Mystery box
18/03/2019, 03:05: AM: Money, reward added: Yellow partyhat
18/03/2019, 03:07: AM: Money, box deleted: Mega Mystery box
18/03/2019, 03:07: AM: Money, reward added: Green partyhat
18/03/2019, 04:51: AM: Dras, box deleted: Mystery box
18/03/2019, 04:51: AM: Dras, reward added: Necklace of anguish
18/03/2019, 06:49: AM: Dras, box deleted: Super Mystery box
18/03/2019, 06:50: AM: Dras, reward added: Amulet of fury
18/03/2019, 08:13: AM: Bob, box deleted: Mega Mystery box
18/03/2019, 08:13: AM: Bob, reward added: Red partyhat
18/03/2019, 08:13: AM: Bob, box deleted: Mega Mystery box
18/03/2019, 08:13: AM: Bob, reward added: Purple partyhat
18/03/2019, 08:13: AM: Bob, box deleted: Mega Mystery box
18/03/2019, 08:14: AM: Bob, reward added: Green partyhat
18/03/2019, 08:14: AM: Bob, box deleted: Mega Mystery box
18/03/2019, 08:14: AM: Bob, reward added: Red partyhat
18/03/2019, 08:14: AM: Bob, box deleted: Mega Mystery box
18/03/2019, 08:14: AM: Bob, reward added: Christmas cracker
18/03/2019, 08:14: AM: Bob, box deleted: Mega Mystery box
18/03/2019, 08:14: AM: Bob, reward added: Green partyhat
18/03/2019, 12:31: PM: Tzence, box deleted: Mega Mystery box
18/03/2019, 12:31: PM: Tzence, reward added: Twisted bow
18/03/2019, 12:36: PM: Money, box deleted: Mega Mystery box
18/03/2019, 12:36: PM: Money, reward added: Blue partyhat
18/03/2019, 12:36: PM: Money, box deleted: Mega Mystery box
18/03/2019, 12:36: PM: Money, reward added: Purple partyhat
18/03/2019, 12:36: PM: Money, box deleted: Mega Mystery box
18/03/2019, 12:36: PM: Money, reward added: Green partyhat
18/03/2019, 12:36: PM: Money, box deleted: Mega Mystery box
18/03/2019, 12:36: PM: Money, reward added: Green partyhat
18/03/2019, 01:29: PM: Money, box deleted: Legendary Mystery box
18/03/2019, 01:29: PM: Money, reward added: Armadyl crossbow
18/03/2019, 01:29: PM: Money, box deleted: Legendary Mystery box
18/03/2019, 01:29: PM: Money, reward added: Bandos tassets
18/03/2019, 01:29: PM: Money, box deleted: Legendary Mystery box
18/03/2019, 01:30: PM: Money, reward added: Armadyl chestplate
18/03/2019, 01:30: PM: Money, box deleted: Legendary Mystery box
18/03/2019, 01:30: PM: Money, reward added: Bandos tassets
18/03/2019, 01:30: PM: Money, box deleted: Legendary Mystery box
18/03/2019, 01:30: PM: Money, reward added: Heavy ballista
18/03/2019, 01:30: PM: Money, box deleted: Legendary Mystery box
18/03/2019, 01:30: PM: Money, reward added: Black santa hat
18/03/2019, 01:30: PM: Money, box deleted: Legendary Mystery box
18/03/2019, 01:30: PM: Money, reward added: Dragon hunter crossbow
18/03/2019, 01:30: PM: Money, box deleted: Legendary Mystery box
18/03/2019, 01:30: PM: Money, reward added: Dragonfire shield
18/03/2019, 01:30: PM: Money, box deleted: Legendary Mystery box
18/03/2019, 01:31: PM: Money, reward added: Malediction ward
18/03/2019, 01:31: PM: Money, box deleted: Legendary Mystery box
18/03/2019, 01:31: PM: Money, reward added: Tanzanite helm
18/03/2019, 01:31: PM: Money, box deleted: Mega Mystery box
18/03/2019, 01:31: PM: Money, reward added: Purple partyhat
18/03/2019, 01:31: PM: Money, box deleted: Mega Mystery box
18/03/2019, 01:31: PM: Money, reward added: Christmas cracker
18/03/2019, 01:31: PM: Money, box deleted: Mega Mystery box
18/03/2019, 01:31: PM: Money, reward added: Blue partyhat
18/03/2019, 01:31: PM: Money, box deleted: Mega Mystery box
18/03/2019, 01:31: PM: Money, reward added: Christmas cracker
18/03/2019, 01:31: PM: Money, box deleted: Mega Mystery box
18/03/2019, 01:31: PM: Money, reward added: White partyhat
18/03/2019, 01:31: PM: Money, box deleted: Mega Mystery box
18/03/2019, 01:32: PM: Money, reward added: Yellow partyhat
18/03/2019, 01:32: PM: Money, box deleted: Mega Mystery box
18/03/2019, 01:32: PM: Money, reward added: White partyhat
18/03/2019, 01:32: PM: Money, box deleted: Mega Mystery box
18/03/2019, 01:32: PM: Money, reward added: White partyhat
18/03/2019, 01:32: PM: Money, box deleted: Mega Mystery box
18/03/2019, 01:32: PM: Money, reward added: Purple partyhat
18/03/2019, 01:32: PM: Money, box deleted: Mega Mystery box
18/03/2019, 01:32: PM: Money, reward added: Red partyhat
18/03/2019, 01:32: PM: Money, box deleted: Mega Mystery box
18/03/2019, 01:32: PM: Money, reward added: Yellow partyhat
18/03/2019, 01:32: PM: Money, box deleted: Mega Mystery box
18/03/2019, 01:32: PM: Money, reward added: Twisted bow
18/03/2019, 01:32: PM: Money, box deleted: Mega Mystery box
18/03/2019, 01:33: PM: Money, reward added: Christmas cracker
18/03/2019, 01:53: PM: Tzence, box deleted: Mystery box
18/03/2019, 01:53: PM: Tzence, reward added: Eternal crystal
18/03/2019, 01:55: PM: Tzence, box deleted: Mystery box
18/03/2019, 01:55: PM: Tzence, reward added: Eternal crystal
18/03/2019, 01:55: PM: Tzence, box deleted: Mystery box
18/03/2019, 01:56: PM: Tzence, reward added: Amulet of fury
18/03/2019, 01:56: PM: Tzence, box deleted: Mystery box
18/03/2019, 01:56: PM: Tzence, reward added: Necklace of anguish
18/03/2019, 01:56: PM: Tzence, box deleted: Mystery box
18/03/2019, 01:57: PM: Tzence, reward added: Occult necklace
18/03/2019, 01:57: PM: Tzence, box deleted: Mystery box
18/03/2019, 01:57: PM: Tzence, reward added: Bandos godsword
18/03/2019, 01:57: PM: Tzence, box deleted: Super Mystery box
18/03/2019, 01:58: PM: Tzence, reward added: Saradomin godsword
18/03/2019, 01:58: PM: Tzence, box deleted: Super Mystery box
18/03/2019, 01:58: PM: Tzence, reward added: Heavy ballista
18/03/2019, 01:58: PM: Tzence, box deleted: Super Mystery box
18/03/2019, 01:58: PM: Tzence, reward added: Dragon full helm
18/03/2019, 01:58: PM: Tzence, box deleted: Super Mystery box
18/03/2019, 01:58: PM: Tzence, reward added: Occult necklace
18/03/2019, 01:58: PM: Tzence, box deleted: Super Mystery box
18/03/2019, 01:58: PM: Tzence, reward added: Light ballista
18/03/2019, 01:58: PM: Tzence, box deleted: Super Mystery box
18/03/2019, 01:59: PM: Tzence, reward added: Arcane prayer scroll
18/03/2019, 02:18: PM: Winky, box deleted: Mega Mystery box
18/03/2019, 02:18: PM: Winky, reward added: Green partyhat
18/03/2019, 02:18: PM: Winky, box deleted: Mega Mystery box
18/03/2019, 02:18: PM: Winky, reward added: Red partyhat
18/03/2019, 02:18: PM: Winky, box deleted: Mega Mystery box
18/03/2019, 02:18: PM: Winky, reward added: White partyhat
18/03/2019, 02:18: PM: Winky, box deleted: Mega Mystery box
18/03/2019, 02:18: PM: Winky, reward added: Purple partyhat
18/03/2019, 02:18: PM: Winky, box deleted: Mega Mystery box
18/03/2019, 02:19: PM: Winky, reward added: Twisted bow
18/03/2019, 02:21: PM: Winky, box deleted: Mega Mystery box
18/03/2019, 02:22: PM: Winky, reward added: Twisted bow
18/03/2019, 02:22: PM: Winky, box deleted: Mega Mystery box
18/03/2019, 02:22: PM: Tzence, box deleted: Legendary Mystery box
18/03/2019, 02:22: PM: Winky, reward added: Yellow partyhat
18/03/2019, 02:22: PM: Winky, box deleted: Mega Mystery box
18/03/2019, 02:22: PM: Tzence, reward added: Dragonfire shield
18/03/2019, 02:22: PM: Winky, reward added: White partyhat
18/03/2019, 02:22: PM: Winky, box deleted: Mega Mystery box
18/03/2019, 02:22: PM: Winky, reward added: Red partyhat
18/03/2019, 02:22: PM: Winky, box deleted: Mega Mystery box
18/03/2019, 02:22: PM: Tzence, box deleted: Mega Mystery box
18/03/2019, 02:22: PM: Winky, reward added: Twisted bow
18/03/2019, 02:22: PM: Winky, box deleted: Mega Mystery box
18/03/2019, 02:22: PM: Tzence, reward added: Purple partyhat
18/03/2019, 02:22: PM: Winky, reward added: Red partyhat
18/03/2019, 02:22: PM: Winky, box deleted: Mega Mystery box
18/03/2019, 02:22: PM: Winky, reward added: Christmas cracker
18/03/2019, 02:22: PM: Winky, box deleted: Mega Mystery box
18/03/2019, 02:23: PM: Winky, reward added: Blue partyhat
18/03/2019, 02:23: PM: Winky, box deleted: Mega Mystery box
18/03/2019, 02:23: PM: Winky, reward added: Red partyhat
18/03/2019, 02:26: PM: Tzence, box deleted: Mega Mystery box
18/03/2019, 02:26: PM: Tzence, reward added: Purple partyhat
18/03/2019, 02:26: PM: Tzence, box deleted: Mega Mystery box
18/03/2019, 02:26: PM: Tzence, reward added: Red partyhat
18/03/2019, 02:26: PM: Tzence, box deleted: Mega Mystery box
18/03/2019, 02:26: PM: Tzence, reward added: Christmas cracker
18/03/2019, 02:55: PM: Tzence, box deleted: Legendary Mystery box
18/03/2019, 02:56: PM: Tzence, reward added: Dragon hunter crossbow
